id,lang,split,tweet,soft_label,hard_label
102448,es,TRAIN_ES,@USER but if the one that cancels it is the lgbt collective hahaha because misogyny?,"{'NO': 0.5, 'DIRECT': 0.33333333333333304, 'REPORTED': 0.16666666666666602, 'JUDGEMENTAL': 0.0}",
102449,es,TRAIN_ES,"Almost 2022 and they still do not understand that misogyny is not an opinion or a reason for ridicule, it is ignorance and machismo, this should not be tolerated.","{'JUDGEMENTAL': 0.833333333333333, 'NO': 0.16666666666666602, 'DIRECT': 0.0, 'REPORTED': 0.0}",JUDGEMENTAL
102450,es,TRAIN_ES,"It was very proven that not even with Johanna's votes did Nakayama win! This talk has to stop. If there is misogyny and aversion to the left, don't let it show xfa ☠️ HTTPURL","{'NO': 0.5, 'JUDGEMENTAL': 0.33333333333333304, 'REPORTED': 0.16666666666666602, 'DIRECT': 0.0}",
102451,es,TRAIN_ES,"@USER More than misogyny, homophobic comments, anti democracy, anti freedom, Pinochetistas, etc etc.","{'NO': 0.5, 'REPORTED': 0.16666666666666602, 'JUDGEMENTAL': 0.33333333333333304, 'DIRECT': 0.0}",
102452,es,TRAIN_ES,"@USER @USER @USER It's what @USER says, that this misogyny in Palazuelos is a good opportunity to eradicate misogyny in Quintana Roo, while he is in power.","{'JUDGEMENTAL': 0.33333333333333304, 'NO': 0.33333333333333304, 'REPORTED': 0.33333333333333304, 'DIRECT': 0.0}",
102453,es,TRAIN_ES,@USER Misogyny of men. When she uses the feminine article and then we women applaud her? Coherence.,"{'NO': 0.5, 'JUDGEMENTAL': 0.33333333333333304, 'REPORTED': 0.16666666666666602, 'DIRECT': 0.0}",
102454,es,TRAIN_ES,@USER @USER is still misogyny to use those terms even as a joke,"{'REPORTED': 0.33333333333333304, 'JUDGEMENTAL': 0.33333333333333304, 'NO': 0.33333333333333304, 'DIRECT': 0.0}",
102455,es,TRAIN_ES,"@USER @USER @USER @USER But there are important differences, one has a dialogue attitude and another an authoritarian one based on homophobia, racism and misogyny. People hurt me with your selfishness. I am a teacher and I would never vote for someone who violates the basic freedom of my students. What a pity.","{'REPORTED': 0.33333333333333304, 'JUDGEMENTAL': 0.33333333333333304, 'NO': 0.33333333333333304, 'DIRECT': 0.0}",
102456,es,TRAIN_ES,"One thing that the last aunt is an idiot does not mean that she is a man................. like, she is a trans woman with internalized misogyny, well, ok, not like cis women??? ?? It's really that you use her ignorance just to be transphobic ❤️ ___htpurl___","{'REPORTED': 0.33333333333333304, 'NO': 0.33333333333333304, 'JUDGEMENTAL': 0.16666666666666602, 'DIRECT': 0.16666666666666602}",
102457,es,TRAIN_ES,"@USER Christian misogyny is not Jewish. Its base is on the renowned schizophrenic Saulo de tarso (pablito for friends). Jewish homophobia was not that strong: (David/Jonathan). Jewish violence is associated with ""sacrifice"" (Cain/Abel or Farmer/Rancher) because of the weather.","{'JUDGEMENTAL': 0.16666666666666602, 'REPORTED': 0.16666666666666602, 'NO': 0.6666666666666661, 'DIRECT': 0.0}",NO
102458,es,TRAIN_ES,They downloaded the video of J Balvin's Bitch from YouTube... Everything in the world has improved and all the misogyny problems have been solved. motherfucker life,"{'JUDGEMENTAL': 0.33333333333333304, 'DIRECT': 0.33333333333333304, 'NO': 0.33333333333333304, 'REPORTED': 0.0}",
102459,es,TRAIN_ES,"stop saying it was ""a joke"" the first one I'll give it to you because yeah it's funny but ""taylor swift is female manipulator music"" has a bit of a tweet in its misogyny ___htpurl___","{'JUDGEMENTAL': 0.5, 'DIRECT': 0.16666666666666602, 'NO': 0.16666666666666602, 'REPORTED': 0.16666666666666602}",JUDGEMENTAL
102460,es,TRAIN_ES,"THE WORLD IS NOT GOING TO IMPROVE.. EVERYTHING IS IN DECADE LIKE SOCIETY ITSELF.. If racism and homophobic chants in soccer have not been eradicated in the 1st World, they believe that in Latam and Venezuela they will do so with misogyny and other retrograde behaviors? HAHA Come on, the car is not coming!","{'JUDGEMENTAL': 0.33333333333333304, 'NO': 0.5, 'DIRECT': 0.16666666666666602, 'REPORTED': 0.0}",
102461,es,TRAIN_ES,"@USER @USER @USER Here nobody is a prude, what they do is something else hahaha","{'JUDGEMENTAL': 0.5, 'NO': 0.16666666666666602, 'DIRECT': 0.33333333333333304, 'REPORTED': 0.0}",JUDGEMENTAL
102462,es,TRAIN_ES,"It is because of people like this that some victims never tell their story, imagine deciding to expose your abuser and they tell you that all you want is fame, followers and on top of that they call you a prudeWow🤦🏻 ___htpurl___","{'REPORTED': 0.6666666666666661, 'DIRECT': 0.16666666666666602, 'JUDGEMENTAL': 0.16666666666666602, 'NO': 0.0}",REPORTED
102463,es,TRAIN_ES,"@USER It is not fair or correct, we will have to keep fighting, but you cannot ask for pears from the elm... limited people, with so many paradigms and prudes will not do much more...","{'NO': 0.5, 'JUDGEMENTAL': 0.33333333333333304, 'DIRECT': 0.16666666666666602, 'REPORTED': 0.0}",
102464,es,TRAIN_ES,"@USER Oh, don't play the prude HAHAHAHA, we all know what you did off camera","{'DIRECT': 1.0, 'NO': 0.0, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",DIRECT
102465,es,TRAIN_ES,@USER It's just a prudish fascist right wing… HTTPURL,"{'DIRECT': 0.33333333333333304, 'NO': 0.5, 'JUDGEMENTAL': 0.16666666666666602, 'REPORTED': 0.0}",
102466,es,TRAIN_ES,"@USER If I were to define myself politically, which is pretty silly by the way, I'd say I'm some kind of aspirational socialist and anarchist who believes the left needs to drink more of liberal culture to be more tolerant, less sanctimonious, and less a fan of Castros and such.","{'NO': 0.833333333333333, 'DIRECT': 0.16666666666666602, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",NO
102467,es,TRAIN_ES,@USER @USER It is true that Trujillo supported the Macuspano for a long time. But it is evident that he now knows that he was wrong. It's like when you marry the withered prude who used to beat her chest and once you're married she makes your life into squares and you discover her wickedness.,"{'REPORTED': 0.5, 'DIRECT': 0.33333333333333304, 'NO': 0.16666666666666602, 'JUDGEMENTAL': 0.0}",REPORTED
102468,es,TRAIN_ES,"No@USER which is worse if from ""From puta to santa"" or ""From santa to prude"".","{'JUDGEMENTAL': 0.16666666666666602, 'REPORTED': 0.5, 'DIRECT': 0.16666666666666602, 'NO': 0.16666666666666602}",REPORTED
102469,es,TRAIN_ES,"#AnaPaston and #GarciaForreras We fucking freaked out!!!😂We remember when we met #AnaPaston in 59 seconds. A prude to whom we wish good luck... Fuck with luck...@USER with our luck you have made money, can you give us something? Do you share?😏","{'DIRECT': 0.5, 'NO': 0.33333333333333304, 'REPORTED': 0.16666666666666602, 'JUDGEMENTAL': 0.0}",DIRECT
102470,es,TRAIN_ES,@USER @USER @USER There is no lack of sanctimonious and prudish!!…,"{'NO': 0.16666666666666602, 'REPORTED': 0.16666666666666602, 'DIRECT': 0.6666666666666661, 'JUDGEMENTAL': 0.0}",DIRECT
102471,es,TRAIN_ES,"There is nothing I hate more in this world than a prudish woman, for God's sake don't play saints and slugs","{'DIRECT': 1.0, 'NO': 0.0, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",DIRECT
102472,es,TRAIN_ES,In the eyes of some I am MOJIGATA. In the eyes of others I am a BITCH. In my eyes they are METICHES.🤘🏻🤣🤣🤣🤣💅🏻,"{'REPORTED': 0.6666666666666661, 'NO': 0.16666666666666602, 'JUDGEMENTAL': 0.16666666666666602, 'DIRECT': 0.0}",REPORTED
102473,es,TRAIN_ES,"@USER And why the ""capitalino"" reference, if we are more modern here☺️The seven marriages would be irrelevant if she wasn't a prude.","{'NO': 0.6666666666666661, 'DIRECT': 0.33333333333333304, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",NO
102474,es,TRAIN_ES,"@USER But have you heard some lyrics? Do you want your children to have that version of sex? I explained everything to my 13-year-old daughter a long time ago and I answer every question she has about sex naturally, that is, I'm not exactly a prude, but you know I don't want that (I continue⬇️)","{'NO': 0.6666666666666661, 'JUDGEMENTAL': 0.16666666666666602, 'REPORTED': 0.16666666666666602, 'DIRECT': 0.0}",NO
102475,es,TRAIN_ES,"Happy birthday you prude, you managed to get into our hearts and make us admire you so much. #HappyBirthdayLeigh HTTPURL","{'NO': 0.6666666666666661, 'DIRECT': 0.33333333333333304, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",NO
102476,es,TRAIN_ES,Whether. The meeting of all the curuchupas starting with the prudish couple. Tremendous chips of evaders and figureheads are. It should be called the Communion of Devils. ___htpurl___,"{'NO': 0.833333333333333, 'DIRECT': 0.16666666666666602, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",NO
102477,es,TRAIN_ES,"if god is a cruel but just being, then he's going to bless me with a prudish intellectual.___htpurl___","{'DIRECT': 0.6666666666666661, 'NO': 0.16666666666666602, 'JUDGEMENTAL': 0.16666666666666602, 'REPORTED': 0.0}",DIRECT
102478,es,TRAIN_ES,"@USER Well, a thousand times the ""whore"" to the prude...","{'DIRECT': 0.5, 'NO': 0.16666666666666602, 'JUDGEMENTAL': 0.16666666666666602, 'REPORTED': 0.16666666666666602}",DIRECT
102479,es,TRAIN_ES,"The discussion about the lady in Medellín who walked in her underwear and Quintero is overacting, ridiculous, seems extremely prudish to me.","{'REPORTED': 0.5, 'NO': 0.33333333333333304, 'JUDGEMENTAL': 0.16666666666666602, 'DIRECT': 0.0}",REPORTED
102480,es,TRAIN_ES,"@USER Macri how many dnu did I get? Imbecile, it seems that the prude doesn't take good care of you... Make a straw if it doesn't satisfy you...","{'NO': 0.33333333333333304, 'DIRECT': 0.5, 'REPORTED': 0.16666666666666602, 'JUDGEMENTAL': 0.0}",DIRECT
102481,es,TRAIN_ES,a lot of feminism but for any man they pull their hair out hahahaha,"{'DIRECT': 0.833333333333333, 'JUDGEMENTAL': 0.16666666666666602, 'NO': 0.0, 'REPORTED': 0.0}",DIRECT
102482,es,TRAIN_ES,A lot of feminism but dps you criticize any woman for doing what she wants,"{'DIRECT': 0.33333333333333304, 'JUDGEMENTAL': 0.5, 'REPORTED': 0.16666666666666602, 'NO': 0.0}",JUDGEMENTAL
102483,es,TRAIN_ES,"Ole your balls @USER, ole. Here in Spain a lot of flags and a lot of feminism but few balls to provide solutions. ___htpurl___","{'DIRECT': 0.6666666666666661, 'JUDGEMENTAL': 0.33333333333333304, 'NO': 0.0, 'REPORTED': 0.0}",DIRECT
102484,es,TRAIN_ES,"@USER @USER Yes yes yes, a lot of feminism but posturing, how handsome and funny a boy is, it doesn't matter that he has been ridiculed in public, and how many times he has cheated on him, what he has lied to, what she has suffered, the He WANTS to be with her, and hey! the important thing is that he is happy,","{'REPORTED': 0.33333333333333304, 'DIRECT': 0.16666666666666602, 'JUDGEMENTAL': 0.33333333333333304, 'NO': 0.16666666666666602}",
102485,es,TRAIN_ES,"What a busted councilor, a lot of feminism but then look how she talks about Alatz, of course they are beautiful!!🤢🤮 #Secret29E ___hpurl___","{'DIRECT': 0.6666666666666661, 'REPORTED': 0.16666666666666602, 'JUDGEMENTAL': 0.16666666666666602, 'NO': 0.0}",DIRECT
102486,es,TRAIN_ES,"@USER Wow, with this outfit she won't be able to pose on her back showing her “attributes” like EVERYONE DOES. A lot of feminism but we only pose showing our “back” because we don't say what we really show… what a bore, but the photographers are to blame!","{'DIRECT': 0.833333333333333, 'NO': 0.16666666666666602, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",DIRECT
102487,es,TRAIN_ES,"@USER @USER It's not just about actresses, it's about women in general. Thank you for making it clear to me that feminism is selective. A lot of feminism but little empathy with the victims","{'DIRECT': 0.33333333333333304, 'REPORTED': 0.33333333333333304, 'NO': 0.16666666666666602, 'JUDGEMENTAL': 0.16666666666666602}",
102488,es,TRAIN_ES,"@USER 😂😂😂😂😂😂 these are the ones from Podemos. A lot of feminism, but when there is a problem, which is the man, hard work for the man, and then we are the bad guys.","{'DIRECT': 1.0, 'NO': 0.0, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",DIRECT
102489,es,TRAIN_ES,a lot of feminism but you fuck bums with a girlfriend haha ​​my life,"{'DIRECT': 0.6666666666666661, 'JUDGEMENTAL': 0.33333333333333304, 'NO': 0.0, 'REPORTED': 0.0}",DIRECT
102490,es,TRAIN_ES,That Yolanda Diaz is charged politically @USER wow yes .. As the little leg sticks out a lot you will see. That she takes all the prominence out of her. A lot of feminism but he's not going to let her step on him.,"{'DIRECT': 0.6666666666666661, 'JUDGEMENTAL': 0.16666666666666602, 'NO': 0.16666666666666602, 'REPORTED': 0.0}",DIRECT
102491,es,TRAIN_ES,"a lot of feminism but he tells me ""don't give yourself away that you are mine"" and my thong fell off sorry","{'JUDGEMENTAL': 0.33333333333333304, 'DIRECT': 0.5, 'NO': 0.16666666666666602, 'REPORTED': 0.0}",DIRECT
102492,es,TRAIN_ES,"A lot of feminism but you criticize the body of others, you eat the male of another mine and you laugh at the cuckold","{'NO': 0.16666666666666602, 'REPORTED': 0.33333333333333304, 'JUDGEMENTAL': 0.33333333333333304, 'DIRECT': 0.16666666666666602}",
102493,es,TRAIN_ES,"hahaha a lot of feminism but they want to hit a girl for looking at her boyfriend, give him gass","{'DIRECT': 0.6666666666666661, 'NO': 0.16666666666666602, 'JUDGEMENTAL': 0.16666666666666602, 'REPORTED': 0.0}",DIRECT
102494,es,TRAIN_ES,The Municipal Police of Madrid has publicly warned of an increase in cases of rape by chemical submission in the capital of Spain. ___htpurl___,"{'REPORTED': 0.6666666666666661, 'NO': 0.33333333333333304, 'DIRECT': 0.0, 'JUDGEMENTAL': 0.0}",REPORTED
102495,es,TRAIN_ES,@USER Man!! Carlota a lot of feminism but little to stand up for GH violation,"{'JUDGEMENTAL': 0.33333333333333304, 'REPORTED': 0.33333333333333304, 'NO': 0.33333333333333304, 'DIRECT': 0.0}",
102496,es,TRAIN_ES,Lots of feminism but then you listen to Kan*e W*st,"{'DIRECT': 0.5, 'REPORTED': 0.16666666666666602, 'JUDGEMENTAL': 0.16666666666666602, 'NO': 0.16666666666666602}",DIRECT
102497,es,TRAIN_ES,"@USER HAHAHAHA a lot of feminism but you need to discover female or mixed soccer. The pipe is celebrated the same no matter who or to whom it is done, it is football, not men","{'DIRECT': 0.5, 'JUDGEMENTAL': 0.5, 'NO': 0.0, 'REPORTED': 0.0}",DIRECT
102498,es,TRAIN_ES,"@USER a lot of gender ideology, a lot of feminism, but don't steal, nothing at all, sometimes Catholicism has been abusive, but some teachings are not bad for having human values, and coexistence","{'REPORTED': 0.5, 'DIRECT': 0.16666666666666602, 'NO': 0.33333333333333304, 'JUDGEMENTAL': 0.0}",REPORTED
102499,es,TRAIN_ES,Yes @USER that a lot of feminism but Lara has no program this week eh ___htpurl___,"{'REPORTED': 0.33333333333333304, 'DIRECT': 0.16666666666666602, 'NO': 0.5, 'JUDGEMENTAL': 0.0}",
102500,es,TRAIN_ES,"A lot of feminism but to go to discos where they keep putting ""free girls open bar""... which basically sums up that you are bait for men...😂😅","{'JUDGEMENTAL': 0.16666666666666602, 'DIRECT': 0.6666666666666661, 'REPORTED': 0.16666666666666602, 'NO': 0.0}",DIRECT
102501,es,TRAIN_ES,Fast and furious: woman at the wheel of a truck was involved in 2 traffic accidents in the north of Barranquilla ___htpurl___,"{'DIRECT': 0.833333333333333, 'JUDGEMENTAL': 0.16666666666666602, 'NO': 0.0, 'REPORTED': 0.0}",DIRECT
102502,es,TRAIN_ES,@USER A woman at the wheel does not give way to anyone,"{'JUDGEMENTAL': 0.6666666666666661, 'DIRECT': 0.33333333333333304, 'NO': 0.0, 'REPORTED': 0.0}",JUDGEMENTAL
102503,es,TRAIN_ES,"@USER ""Watch out, woman behind the wheel"" ...Hahahahahahahahaaaa And I translate it into French when I'm there...Hahahaaaaa haaaaaThis at least makes me laugh 🤣😅😆 🤗","{'DIRECT': 0.833333333333333, 'JUDGEMENTAL': 0.16666666666666602, 'NO': 0.0, 'REPORTED': 0.0}",DIRECT
102504,es,TRAIN_ES,@USER @/mujeresalvolante ayyy what a novelty a woman behind the wheel! It's like freijo with the women on the courts more or less,"{'DIRECT': 0.833333333333333, 'JUDGEMENTAL': 0.16666666666666602, 'NO': 0.0, 'REPORTED': 0.0}",DIRECT
102505,es,TRAIN_ES,I lost the bus that badly I took a remis with air and a woman at the wheel that's good,"{'DIRECT': 0.5, 'NO': 0.5, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",
102506,es,TRAIN_ES,Woman at the wheel is crossed by the motorcyclist's pace___htpurl___ ___htpurl___,"{'DIRECT': 0.6666666666666661, 'NO': 0.16666666666666602, 'REPORTED': 0.16666666666666602, 'JUDGEMENTAL': 0.0}",DIRECT
102507,es,TRAIN_ES,A woman behind the wheel decided to record the lack of professionalism of a contractor by incorrectly painting the yellow line of a road that connects two municipalities. ___htpurl___,"{'REPORTED': 0.16666666666666602, 'NO': 0.6666666666666661, 'DIRECT': 0.16666666666666602, 'JUDGEMENTAL': 0.0}",NO
102508,es,TRAIN_ES,"Woman behind the wheel, constant danger ___htpurl___","{'DIRECT': 0.833333333333333, 'JUDGEMENTAL': 0.16666666666666602, 'NO': 0.0, 'REPORTED': 0.0}",DIRECT
102509,es,TRAIN_ES,"@USER Woman at the wheel, constant danger hahahahahahahahahahahahahahahahahahahahahahahahaha sorry","{'DIRECT': 0.833333333333333, 'REPORTED': 0.16666666666666602, 'NO': 0.0, 'JUDGEMENTAL': 0.0}",DIRECT
102510,es,TRAIN_ES,"Danger in the 🚦 here in #Bogota is a horrible ""mounter"" if you are a woman behind the wheel, of one, it's that they intimidate you anyway, if you don't give 💰! They scratch your 🚗, they spit on you or steal your mirrors. S.O.S @USER @USER @USER HTTPURL","{'REPORTED': 0.5, 'NO': 0.16666666666666602, 'DIRECT': 0.33333333333333304, 'JUDGEMENTAL': 0.0}",REPORTED
102511,es,TRAIN_ES,A woman behind the wheel is almost the same as a bus driver or a motorist... they don't give way and they get into terror without turning signals.,"{'DIRECT': 1.0, 'NO': 0.0, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",DIRECT
102512,es,TRAIN_ES,all the virgins citing the tweet with the woman behind the wheel joke have not left home since 2009 ___htpurl___,"{'REPORTED': 0.833333333333333, 'NO': 0.16666666666666602, 'DIRECT': 0.0, 'JUDGEMENTAL': 0.0}",REPORTED
102513,es,TRAIN_ES,"And you know. Woman at the wheel, constant danger. ___htpurl___","{'DIRECT': 0.833333333333333, 'REPORTED': 0.16666666666666602, 'NO': 0.0, 'JUDGEMENTAL': 0.0}",DIRECT
102514,es,TRAIN_ES,@USER Woman at the wheel.... Constant danger 👀🤡🤡,"{'DIRECT': 0.833333333333333, 'REPORTED': 0.16666666666666602, 'NO': 0.0, 'JUDGEMENTAL': 0.0}",DIRECT
102515,es,TRAIN_ES,"It was a woman behind the wheel of a Jeep truck, type Grand Cherokee, who, allegedly speeding, ran over two minors #Reynosa #LaRoja #Tamaulipas ___htpurl___","{'NO': 0.833333333333333, 'DIRECT': 0.16666666666666602, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",NO
102516,es,TRAIN_ES,"A group of Bolivian women wants to change the popular saying of ""woman at the wheel, constant danger"" for that of ""woman at the wheel, constant security"", for which they decided to create a transport line for female drivers in a union dominated by men.","{'REPORTED': 0.5, 'JUDGEMENTAL': 0.33333333333333304, 'NO': 0.16666666666666602, 'DIRECT': 0.0}",REPORTED
102517,es,TRAIN_ES,"@USER @USER @USER @USER Woman at the wheel, constant danger 😅😅😅🚗🚗🚗","{'DIRECT': 1.0, 'NO': 0.0, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",DIRECT
102518,es,TRAIN_ES,"They already told me, no women no drive (Woman at the wheel constant danger)","{'DIRECT': 0.833333333333333, 'JUDGEMENTAL': 0.16666666666666602, 'NO': 0.0, 'REPORTED': 0.0}",DIRECT
102519,es,TRAIN_ES,"@USER I'd say she doesn't sleep when she drives because of the old saying: ""Woman at the wheel, constant danger""😅😅😅😅","{'DIRECT': 0.833333333333333, 'NO': 0.16666666666666602, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",DIRECT
102520,es,TRAIN_ES,"@USER Is that still said? my goodness It's like the guy who blurts out 'woman at the wheel, constant danger'. I attest that I have met some women who drive much better than some other cenutrio.","{'JUDGEMENTAL': 0.6666666666666661, 'DIRECT': 0.33333333333333304, 'NO': 0.0, 'REPORTED': 0.0}",JUDGEMENTAL
102521,es,TRAIN_ES,"@USER The Fighting Teacher told us not to underestimate a 10-year-old kid, or a 70-year-old grandmother, or a docile woman, because you never know how they might react. And on the street, if you are going to open your mouth, think. The only time I reacted on the street was when a Pedophile wanted to touch my daughter.","{'REPORTED': 0.5, 'NO': 0.16666666666666602, 'JUDGEMENTAL': 0.33333333333333304, 'DIRECT': 0.0}",REPORTED
102522,es,TRAIN_ES,@USER Hahahahahahaha that's why there is no docile woman although there are some who are half stupid,"{'DIRECT': 1.0, 'NO': 0.0, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",DIRECT
102523,es,TRAIN_ES,It's not that Awada is a stupid brainless (or yes). But she makes up notes about her where she describes her as such because she is the model of a docile and submissive woman that the right-wing machirulos expect for the rest of her.,"{'DIRECT': 0.6666666666666661, 'JUDGEMENTAL': 0.33333333333333304, 'NO': 0.0, 'REPORTED': 0.0}",DIRECT
102524,es,TRAIN_ES,"@USER But they chose a Science Woman too... Maybe they are right with what they say. Because with that they assume that Quinteros was chosen for being a docile woman with a ""mom"" voice, which seems even more macho to me.","{'NO': 0.5, 'JUDGEMENTAL': 0.5, 'DIRECT': 0.0, 'REPORTED': 0.0}",
102525,es,TRAIN_ES,"She thinks that by copying López she will have her popularity, totally wrong, we see her as a docile and submissive woman, totally useless. ___htpurl___","{'JUDGEMENTAL': 0.33333333333333304, 'DIRECT': 0.33333333333333304, 'NO': 0.33333333333333304, 'REPORTED': 0.0}",
102526,es,TRAIN_ES,"Something that I have noticed lately, in any relationship one of the two must impose (although they do not realize it) because a docile man bores the woman and a docile woman bores the man. 🤔 here the question is who in your relationship is the docile one?","{'NO': 0.6666666666666661, 'JUDGEMENTAL': 0.33333333333333304, 'DIRECT': 0.0, 'REPORTED': 0.0}",NO
102527,es,TRAIN_ES,"@USER It's you, it seems strange to me, being a woman, docile, in your loving expressions-------(I don't believe you)-----because I know you are authentic---😉","{'DIRECT': 0.16666666666666602, 'NO': 0.6666666666666661, 'REPORTED': 0.16666666666666602, 'JUDGEMENTAL': 0.0}",NO
102528,es,TRAIN_ES,"without filters, vulgar, direct and ""valemadrista"" as it is, cause the opposite effect, instead of simply showing us as we are. And then I realized that, in fact, I am afraid of showing myself as I am, because I am not at all the docile woman that I seem.","{'DIRECT': 0.5, 'NO': 0.5, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",
102529,es,TRAIN_ES,"@USER @USER What is surprising is that she is not a docile woman, she fought with half the house over nonsense like who ate my bread, she put together the goddamn thing but they told her barbaric things and she, well, ok. She has very low self esteem and she needs help 😔","{'DIRECT': 0.16666666666666602, 'NO': 0.5, 'REPORTED': 0.16666666666666602, 'JUDGEMENTAL': 0.16666666666666602}",
102530,es,TRAIN_ES,"For the powerful members of the clan, she is a docile and pleasant woman. From her She carries herself with the manners and elegance expected of her and puts up with whatever is thrown at her, but only plays by her rules until she has the means to escape them.","{'REPORTED': 0.33333333333333304, 'DIRECT': 0.5, 'JUDGEMENTAL': 0.16666666666666602, 'NO': 0.0}",DIRECT
102531,es,TRAIN_ES,"INTERVIEW | Íñigo Ramírez de Haro: ""The supposed Thatcher from Madrid turns out that with my brother she is the perfect example of a woman docile to a man"" ___ httpurl___ By @USER","{'JUDGEMENTAL': 0.16666666666666602, 'REPORTED': 0.16666666666666602, 'DIRECT': 0.33333333333333304, 'NO': 0.33333333333333304}",
102532,es,TRAIN_ES,"I am not a docile woman. I am wild, rebellious, autonomous. I am a darkness that devours and nourishes... And only those who understand can truly experience me. ¨","{'NO': 0.5, 'REPORTED': 0.16666666666666602, 'JUDGEMENTAL': 0.16666666666666602, 'DIRECT': 0.16666666666666602}",
102533,es,TRAIN_ES,"@USER I have the slight impression that among men the ideal of the docile and cheerful woman who does not cause problems is spreading again and any woman who gets out of there is dismissed to the minimum with the label of ""toxic""","{'JUDGEMENTAL': 0.6666666666666661, 'REPORTED': 0.16666666666666602, 'NO': 0.16666666666666602, 'DIRECT': 0.0}",JUDGEMENTAL
102534,es,TRAIN_ES,"@USER It seems like a total antics to me 🤡 Interpreting each gesture, each word, each minutiae to think that someone wants to make you feel like a docile woman who allows them to tell her anything is simply a hidden inferiority complex. Get over it!","{'REPORTED': 0.5, 'DIRECT': 0.16666666666666602, 'JUDGEMENTAL': 0.33333333333333304, 'NO': 0.0}",REPORTED
102535,es,TRAIN_ES,"@USER @USER She has to cheat on him with a younger one😂😂😂 you even think that Beatriz Gutiérrez is a docile woman, those went extinct 50 years ago","{'DIRECT': 0.5, 'JUDGEMENTAL': 0.33333333333333304, 'REPORTED': 0.16666666666666602, 'NO': 0.0}",DIRECT
102536,es,TRAIN_ES,"@USER @USER @USER @USER Anna is a lot of woman for him, a much better actress and comedian. You have to put a lot of tricks on Chris Pratt to make it kind of shine. Obviously the new woman is a docile and submissive woman. Let's go looking for post","{'JUDGEMENTAL': 0.33333333333333304, 'REPORTED': 0.16666666666666602, 'DIRECT': 0.33333333333333304, 'NO': 0.16666666666666602}",
102537,es,TRAIN_ES,↻ So haughty and talkative that she turns out to be a docile woman at the end of it all. What a surprise she has taken plus the threat of her is less than nothing at this point. ────── Not even with all the blows in the world do I think you can leave me like you. ___htpurl___,"{'DIRECT': 0.833333333333333, 'JUDGEMENTAL': 0.16666666666666602, 'NO': 0.0, 'REPORTED': 0.0}",DIRECT
102538,es,TRAIN_ES,"👥 POLITICAL TRAINING ✊🏻🔶️ It was explained what human rights are, their importance and the relationship with March 24 and the mothers and grandmothers of Plaza de Mayo, who with their struggle broke the paradigm of docile and bendable women. ✊🏻 HTTPURL","{'JUDGEMENTAL': 0.5, 'NO': 0.5, 'DIRECT': 0.0, 'REPORTED': 0.0}",
102539,es,TRAIN_ES,A docile woman to the Holy Spirit. ___htpurl___,"{'JUDGEMENTAL': 0.33333333333333304, 'DIRECT': 0.33333333333333304, 'NO': 0.33333333333333304, 'REPORTED': 0.0}",
102540,es,TRAIN_ES,"@USER ...a docile, industrious, merciful and shy woman...🤣","{'DIRECT': 0.5, 'NO': 0.33333333333333304, 'JUDGEMENTAL': 0.16666666666666602, 'REPORTED': 0.0}",DIRECT
102541,es,TRAIN_ES,I find an empowered woman who makes her decisions without hesitating super attractive💘,"{'NO': 0.33333333333333304, 'JUDGEMENTAL': 0.33333333333333304, 'DIRECT': 0.33333333333333304, 'REPORTED': 0.0}",
102542,es,TRAIN_ES,@USER obviously that beard is capable of pulling whatever it takes We love you empowered woman who lets her hair grow,"{'DIRECT': 0.4, 'JUDGEMENTAL': 0.4, 'NO': 0.2, 'REPORTED': 0.0}",
102543,es,TRAIN_ES,"@USER Empowered woman, does what she pleases when she pleases. Even if it's a maruja cliché, hey!","{'NO': 0.16666666666666602, 'DIRECT': 0.6666666666666661, 'JUDGEMENTAL': 0.16666666666666602, 'REPORTED': 0.0}",DIRECT
102544,es,TRAIN_ES,"Sometimes I feel like an empowered woman, but then it goes away","{'JUDGEMENTAL': 0.33333333333333304, 'NO': 0.5, 'DIRECT': 0.16666666666666602, 'REPORTED': 0.0}",
102545,es,TRAIN_ES,What an ugly headache like this I can't be an empowered and productive woman 😠,"{'NO': 0.5, 'DIRECT': 0.5, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",
102546,es,TRAIN_ES,"@USER A true empowered and feminist woman, with her ovaries well placed!! learn handkerchiefs!!!","{'DIRECT': 0.833333333333333, 'NO': 0.16666666666666602, 'REPORTED': 0.0, 'JUDGEMENTAL': 0.0}",DIRECT
